X,Y,UX,UY,BOUNDARY,FORCE
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.503759398496240518e-02,0.000000000000000000e+00,-3.029703060579573559e-02,-2.864993932876777963e-02,0.000000000000000000e+00,0.000000000000000000e+00
3.007518796992481036e-02,0.000000000000000000e+00,-5.301876168062517880e-02,-4.753540623853814984e-02,0.000000000000000000e+00,0.000000000000000000e+00
4.511278195488721554e-02,0.000000000000000000e+00,-7.262830168841459544e-02,-6.391434821806937783e-02,0.000000000000000000e+00,0.000000000000000000e+00
6.015037593984962072e-02,0.000000000000000000e+00,-9.049879408003708159e-02,-7.909099794632247493e-02,0.000000000000000000e+00,0.000000000000000000e+00
7.518796992481202590e-02,0.000000000000000000e+00,-1.072420238576023976e-01,-9.359166453529021990e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.022556390977443108e-02,0.000000000000000000e+00,-1.231747437458015348e-01,-1.077095655989114553e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.052631578947368363e-01,0.000000000000000000e+00,-1.384775325934261836e-01,-1.216302308035037971e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.203007518796992414e-01,0.000000000000000000e+00,-1.532613994215422382e-01,-1.354788172017667158e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.353383458646616466e-01,0.000000000000000000e+00,-1.675988936546020935e-01,-1.493432229824499524e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.503759398496240518e-01,0.000000000000000000e+00,-1.815398005513293722e-01,-1.632869694476396238e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.654135338345864570e-01,0.000000000000000000e+00,-1.951195978536451880e-01,-1.773569316881933589e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.804511278195488622e-01,0.000000000000000000e+00,-2.083642945527350299e-01,-1.915882099770853109e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.954887218045112673e-01,0.000000000000000000e+00,-2.212933572541924965e-01,-2.060073167301724739e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.105263157894736725e-01,0.000000000000000000e+00,-2.339215708364743573e-01,-2.206343287578127477e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.255639097744360777e-01,0.000000000000000000e+00,-2.462602748660137342e-01,-2.354843823026769867e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.406015037593984829e-01,0.000000000000000000e+00,-2.583182170733612226e-01,-2.505687383410503122e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.556390977443608881e-01,0.000000000000000000e+00,-2.701021619138798124e-01,-2.658955594276661838e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.706766917293232932e-01,0.000000000000000000e+00,-2.816173366170779957e-01,-2.814704882180125711e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.857142857142856984e-01,0.000000000000000000e+00,-2.928677659022903002e-01,-2.972970866106350307e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.007518796992481036e-01,0.000000000000000000e+00,-3.038565282946147916e-01,-3.133771749510691484e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.157894736842105088e-01,0.000000000000000000e+00,-3.145859559122184401e-01,-3.297110982608445484e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.308270676691729140e-01,0.000000000000000000e+00,-3.250577926560015429e-01,-3.462979382942645845e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.458646616541353191e-01,0.000000000000000000e+00,-3.352733212439917843e-01,-3.631356847780955466e-01,0.000000000000000000e+00,0.000000000000000000e+00
