X,Y,UX,UY,BOUNDARY,FORCE
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.030303030303030387e-02,0.000000000000000000e+00,-2.686577494728231708e-02,-2.684990776363828380e-02,0.000000000000000000e+00,0.000000000000000000e+00
6.060606060606060774e-02,0.000000000000000000e+00,-4.628874214511587148e-02,-4.685405204286476749e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.090909090909091161e-02,0.000000000000000000e+00,-6.212309842835877366e-02,-6.580251781555396251e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.212121212121212155e-01,0.000000000000000000e+00,-7.558200907501050336e-02,-8.446568715979532738e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.515151515151515194e-01,0.000000000000000000e+00,-8.723840412166619651e-02,-1.030438779511224923e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.818181818181818232e-01,0.000000000000000000e+00,-9.741428719057419749e-02,-1.215976597436823348e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.121212121212121271e-01,0.000000000000000000e+00,-1.063134261762547633e-01,-1.401338395901584322e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.424242424242424310e-01,0.000000000000000000e+00,-1.140780428993082435e-01,-1.586334576043846589e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.727272727272727071e-01,0.000000000000000000e+00,-1.208161319232465836e-01,-1.770640784974042425e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.030303030303030387e-01,0.000000000000000000e+00,-1.266157873465578176e-01,-1.953862802445597568e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.333333333333333148e-01,0.000000000000000000e+00,-1.315532245130435485e-01,-2.135575392407072504e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.636363636363636465e-01,0.000000000000000000e+00,-1.356974883643988217e-01,-2.315347970202836780e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.939393939393939226e-01,0.000000000000000000e+00,-1.391132833604453445e-01,-2.492762948657319677e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.242424242424242542e-01,0.000000000000000000e+00,-1.418626588014075263e-01,-2.667429597730324731e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.545454545454545303e-01,0.000000000000000000e+00,-1.440059513382320466e-01,-2.838994797032039497e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.848484848484848619e-01,0.000000000000000000e+00,-1.456022225061163744e-01,-3.007151327959827203e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.151515151515151381e-01,0.000000000000000000e+00,-1.467093450605870819e-01,-3.171643986810013249e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.454545454545454142e-01,0.000000000000000000e+00,-1.473838470105842957e-01,-3.332273634586966349e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.757575757575758013e-01,0.000000000000000000e+00,-1.476805968279214232e-01,-3.488899247318295593e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.060606060606060774e-01,0.000000000000000000e+00,-1.476523974028677300e-01,-3.641438044403459973e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.363636363636363535e-01,0.000000000000000000e+00,-1.473495446947031551e-01,-3.789863822051589559e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.666666666666666297e-01,0.000000000000000000e+00,-1.468193969757597417e-01,-3.934203683132833085e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.969696969696970168e-01,0.000000000000000000e+00,-1.461059908252966832e-01,-4.074533417480444286e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.272727272727272929e-01,0.000000000000000000e+00,-1.452497302449944627e-01,-4.210971835537254959e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.575757575757575690e-01,0.000000000000000000e+00,-1.442871656416456483e-01,-4.343674385439083019e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.878787878787878451e-01,0.000000000000000000e+00,-1.432508704202896943e-01,-4.472826386219841965e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.181818181818182323e-01,0.000000000000000000e+00,-1.421694150569412785e-01,-4.598636189261164908e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.484848484848485084e-01,0.000000000000000000e+00,-1.410674321649080243e-01,-4.721328541050511252e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.787878787878787845e-01,0.000000000000000000e+00,-1.399657614348034373e-01,-4.841138369091430027e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.090909090909090606e-01,0.000000000000000000e+00,-1.388816604207401273e-01,-4.958305156016627468e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.393939393939394478e-01,0.000000000000000000e+00,-1.378290658063288099e-01,-5.073068010383651183e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.696969696969697239e-01,0.000000000000000000e+00,-1.368188897492391420e-01,-5.185661490701434229e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,-1.358593368572103555e-01,-5.296312194805478102e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.030303030303030276e+00,0.000000000000000000e+00,-1.349562289740000309e-01,-5.405236091191478742e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.060606060606060552e+00,0.000000000000000000e+00,-1.341133269640030767e-01,-5.512636542586474286e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.090909090909090828e+00,0.000000000000000000e+00,-1.333326408420423548e-01,-5.618702954304739539e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.121212121212121104e+00,0.000000000000000000e+00,-1.326147217196124162e-01,-5.723609969708399747e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.151515151515151603e+00,0.000000000000000000e+00,-1.319589310052156073e-01,-5.827517131026824782e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.181818181818181879e+00,0.000000000000000000e+00,-1.313636840272743578e-01,-5.930568924489127980e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.212121212121212155e+00,0.000000000000000000e+00,-1.308266667055312804e-01,-6.032895132878937083e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.242424242424242431e+00,0.000000000000000000e+00,-1.303450250724383919e-01,-6.134611425078719815e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.272727272727272707e+00,0.000000000000000000e+00,-1.299155283519539128e-01,-6.235820119977476539e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.303030303030302983e+00,0.000000000000000000e+00,-1.295347069645008675e-01,-6.336611070516576794e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.333333333333333259e+00,0.000000000000000000e+00,-1.291989672756870544e-01,-6.437062622079383623e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.363636363636363535e+00,0.000000000000000000e+00,-1.289046851773015256e-01,-6.537242607489561763e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.393939393939394034e+00,0.000000000000000000e+00,-1.286482807160395925e-01,-6.637209348305822543e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.424242424242424310e+00,0.000000000000000000e+00,-1.284262759997353565e-01,-6.737012638728528957e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.454545454545454586e+00,0.000000000000000000e+00,-1.282353385402555390e-01,-6.836694694187708254e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.484848484848484862e+00,0.000000000000000000e+00,-1.280723120600997800e-01,-6.936291051539205110e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.515151515151515138e+00,0.000000000000000000e+00,-1.279342366154717081e-01,-7.035831411768166399e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.545454545454545414e+00,0.000000000000000000e+00,-1.278183596875308858e-01,-7.135340419214023511e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.575757575757575690e+00,0.000000000000000000e+00,-1.277221396778892015e-01,-7.234838373617770158e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.606060606060605966e+00,0.000000000000000000e+00,-1.276432430238721993e-01,-7.334341872763625592e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.636363636363636465e+00,0.000000000000000000e+00,-1.275795359320859024e-01,-7.433864384124904134e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.666666666666666741e+00,0.000000000000000000e+00,-1.275290715244633555e-01,-7.533416743658075676e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.696969696969697017e+00,0.000000000000000000e+00,-1.274900730118612990e-01,-7.633007578572128526e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.727272727272727293e+00,0.000000000000000000e+00,-1.274609133780732484e-01,-7.732643648271089187e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.757575757575757569e+00,0.000000000000000000e+00,-1.274400920124867664e-01,-7.832330093304205043e-01,0.000000000000000000e+00,0.000000000000000000e+00
