X,Y,UX,UY,BOUNDARY,FORCE
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
6.060606060606060774e-02,0.000000000000000000e+00,-1.211978236889105637e-01,-1.016704878296106479e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.212121212121212155e-01,0.000000000000000000e+00,-2.185204812418519715e-01,-1.727223038810466182e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.818181818181818232e-01,0.000000000000000000e+00,-3.068458030953963855e-01,-2.430619249916248781e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.424242424242424310e-01,0.000000000000000000e+00,-3.898926133985113340e-01,-3.183435399109537101e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.030303030303030387e-01,0.000000000000000000e+00,-4.688700281168476369e-01,-4.005878815103576795e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.636363636363636465e-01,0.000000000000000000e+00,-5.441520538145179220e-01,-4.906213835014074376e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.242424242424242542e-01,0.000000000000000000e+00,-6.158029341912559795e-01,-5.887054720800845020e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.848484848484848619e-01,0.000000000000000000e+00,-6.837734269567137257e-01,-6.947910176739491295e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.454545454545454142e-01,0.000000000000000000e+00,-7.479785297033773039e-01,-8.086452548449554190e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.060606060606060774e-01,0.000000000000000000e+00,-8.083281354238528449e-01,-9.299213185240871038e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.666666666666666297e-01,0.000000000000000000e+00,-8.647384090956620195e-01,-1.058197766673434348e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.272727272727272929e-01,0.000000000000000000e+00,-9.171355863493849681e-01,-1.193001100495270084e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.878787878787878451e-01,0.000000000000000000e+00,-9.654574034000034111e-01,-1.333818306794633868e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.484848484848485084e-01,0.000000000000000000e+00,-1.009654576549417593e+00,-1.480103598408756493e+00,0.000000000000000000e+00,0.000000000000000000e+00
