X,Y,UX,UY
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,0.000000000000000000e+00,-2.560172659354675168e-02,-2.367422057534075697e-02
8.000000000000000000e+00,0.000000000000000000e+00,-4.502252060731835870e-02,-4.066805346665436360e-02
1.200000000000000000e+01,0.000000000000000000e+00,-6.177217680941970990e-02,-5.690581144481587916e-02
1.600000000000000000e+01,0.000000000000000000e+00,-7.686428499419664662e-02,-7.336719689661409805e-02
2.000000000000000000e+01,0.000000000000000000e+00,-9.072763297533346927e-02,-9.039990410295287160e-02
2.400000000000000000e+01,0.000000000000000000e+00,-1.035718721262424841e-01,-1.081739071523848544e-01
2.800000000000000000e+01,0.000000000000000000e+00,-1.155058660646192809e-01,-1.267856902928596041e-01
3.200000000000000000e+01,0.000000000000000000e+00,-1.265835560766714329e-01,-1.462966271273201946e-01
3.600000000000000000e+01,0.000000000000000000e+00,-1.368216239895220232e-01,-1.667505346534610411e-01
4.000000000000000000e+01,0.000000000000000000e+00,-1.462035601876500446e-01,-1.881811560130877414e-01
4.400000000000000000e+01,0.000000000000000000e+00,-1.546753127620104085e-01,-2.106115896653550090e-01
4.800000000000000000e+01,0.000000000000000000e+00,-1.621344775494833190e-01,-2.340433665442895883e-01
5.200000000000000000e+01,0.000000000000000000e+00,-1.684151439790635418e-01,-2.584293467651012088e-01
5.600000000000000000e+01,0.000000000000000000e+00,-1.732753177618041873e-01,-2.836235821436861038e-01
6.000000000000000000e+01,0.000000000000000000e+00,-1.764067553483383011e-01,-3.093118102378346057e-01
6.400000000000000000e+01,0.000000000000000000e+00,-1.774952421290519333e-01,-3.349476769357205841e-01
6.800000000000000000e+01,0.000000000000000000e+00,-1.763417866819351199e-01,-3.597311231993533531e-01
7.200000000000000000e+01,0.000000000000000000e+00,-1.730219105174564120e-01,-3.826549249860048407e-01
7.600000000000000000e+01,0.000000000000000000e+00,-1.680456346694149672e-01,-4.026355272096588389e-01
8.000000000000000000e+01,0.000000000000000000e+00,-1.628409483927189261e-01,-4.181360632847238579e-01
8.400000000000000000e+01,0.000000000000000000e+00,-1.586068857782723940e-01,-4.302868480615218427e-01
8.800000000000000000e+01,0.000000000000000000e+00,-1.557942816600882963e-01,-4.406960941264327913e-01
9.200000000000000000e+01,0.000000000000000000e+00,-1.543235324692036614e-01,-4.506164899623846809e-01
9.600000000000000000e+01,0.000000000000000000e+00,-1.538319053092924160e-01,-4.608475443022879148e-01
1.000000000000000000e+02,0.000000000000000000e+00,-1.537736132396168021e-01,-4.717230425597947474e-01
0.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,4.000000000000000000e+00,-1.528267849499250798e-02,-1.586510334144689699e-02
8.000000000000000000e+00,4.000000000000000000e+00,-3.222764347288675085e-02,-3.350025893662737786e-02
1.200000000000000000e+01,4.000000000000000000e+00,-4.764728419480072225e-02,-5.042087521088251673e-02
1.600000000000000000e+01,4.000000000000000000e+00,-6.170270421300939195e-02,-6.742308460664633851e-02
2.000000000000000000e+01,4.000000000000000000e+00,-7.460776420469143744e-02,-8.490768365977628684e-02
2.400000000000000000e+01,4.000000000000000000e+00,-8.650914998003013390e-02,-1.030816499857325347e-01
2.800000000000000000e+01,4.000000000000000000e+00,-9.749941209504477124e-02,-1.220636396647595129e-01
3.200000000000000000e+01,4.000000000000000000e+00,-1.076321720179256036e-01,-1.419294771817599665e-01
3.600000000000000000e+01,4.000000000000000000e+00,-1.169316167467310957e-01,-1.627340251495391077e-01
4.000000000000000000e+01,4.000000000000000000e+00,-1.253970915558589583e-01,-1.845214251497032387e-01
4.400000000000000000e+01,4.000000000000000000e+00,-1.330039523671465995e-01,-2.073268687759204365e-01
4.800000000000000000e+01,4.000000000000000000e+00,-1.397012479372695681e-01,-2.311684726599077255e-01
5.200000000000000000e+01,4.000000000000000000e+00,-1.454060371761362880e-01,-2.560238314316415353e-01
5.600000000000000000e+01,4.000000000000000000e+00,-1.499938477020618666e-01,-2.817819557183849910e-01
