X,Y,UX,UY
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,0.000000000000000000e+00,-3.125964975765995607e-02,-2.887667402846864906e-02
8.000000000000000000e+00,0.000000000000000000e+00,-5.498605868731074042e-02,-4.919782405604013892e-02
1.200000000000000000e+01,0.000000000000000000e+00,-7.550883378060592455e-02,-6.829913352499571155e-02
1.600000000000000000e+01,0.000000000000000000e+00,-9.406564771082122356e-02,-8.743442709588357398e-02
2.000000000000000000e+01,0.000000000000000000e+00,-1.111596439856614577e-01,-1.070576849061282421e-01
2.400000000000000000e+01,0.000000000000000000e+00,-1.270172305025450143e-01,-1.273793223591291324e-01
2.800000000000000000e+01,0.000000000000000000e+00,-1.417403812837383092e-01,-1.484938602419889342e-01
3.200000000000000000e+01,0.000000000000000000e+00,-1.553697061090389964e-01,-1.704270773871780775e-01
3.600000000000000000e+01,0.000000000000000000e+00,-1.679140860683787650e-01,-1.931583558002790968e-01
4.000000000000000000e+01,0.000000000000000000e+00,-1.793661956212885267e-01,-2.166327970177763795e-01
4.400000000000000000e+01,0.000000000000000000e+00,-1.897116521701328606e-01,-2.407684149852816757e-01
4.800000000000000000e+01,0.000000000000000000e+00,-1.989351951900208415e-01,-2.654608172158467450e-01
5.200000000000000000e+01,0.000000000000000000e+00,-2.070254984295036571e-01,-2.905866656807869486e-01
5.600000000000000000e+01,0.000000000000000000e+00,-2.139794096399832146e-01,-3.160067179611821264e-01
6.000000000000000000e+01,0.000000000000000000e+00,-2.198060132751290252e-01,-3.415690248846394717e-01
6.400000000000000000e+01,0.000000000000000000e+00,-2.245306872642290341e-01,-3.671127657393487009e-01
6.800000000000000000e+01,0.000000000000000000e+00,-2.281991715175254731e-01,-3.924731794213436875e-01
7.200000000000000000e+01,0.000000000000000000e+00,-2.308815297240026099e-01,-4.174880783349683155e-01
7.600000000000000000e+01,0.000000000000000000e+00,-2.326757270412688205e-01,-4.420065098650021729e-01
8.000000000000000000e+01,0.000000000000000000e+00,-2.337103128163106891e-01,-4.659002678775233663e-01
8.400000000000000000e+01,0.000000000000000000e+00,-2.341452959247149190e-01,-4.890791624273169713e-01
8.800000000000000000e+01,0.000000000000000000e+00,-2.341695354149938013e-01,-5.115111797844335007e-01
9.200000000000000000e+01,0.000000000000000000e+00,-2.339913775465152224e-01,-5.332485158141736514e-01
9.600000000000000000e+01,0.000000000000000000e+00,-2.338153098628420190e-01,-5.544574350191953105e-01
1.000000000000000000e+02,0.000000000000000000e+00,-2.337799236561427518e-01,-5.754218103277546348e-01
0.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,4.000000000000000000e+00,-1.889734070694932405e-02,-1.929809726676605386e-02
8.000000000000000000e+00,4.000000000000000000e+00,-3.987433895733980688e-02,-4.037650207170286054e-02
1.200000000000000000e+01,4.000000000000000000e+00,-5.903524141645814793e-02,-6.028329089692222031e-02
1.600000000000000000e+01,4.000000000000000000e+00,-7.657506765040007768e-02,-8.005516277150288851e-02
2.000000000000000000e+01,4.000000000000000000e+00,-9.274533221473012234e-02,-1.002154087951566269e-01
2.400000000000000000e+01,4.000000000000000000e+00,-1.077109903101974853e-01,-1.210215112207436855e-01
2.800000000000000000e+01,4.000000000000000000e+00,-1.215704097280801976e-01,-1.425947811531035059e-01
3.200000000000000000e+01,4.000000000000000000e+00,-1.343781989334319471e-01,-1.649762298698491114e-01
3.600000000000000000e+01,4.000000000000000000e+00,-1.461615045633437304e-01,-1.881538386124649853e-01
4.000000000000000000e+01,4.000000000000000000e+00,-1.569311034130247695e-01,-2.120772357507531292e-01
4.400000000000000000e+01,4.000000000000000000e+00,-1.666891211484784752e-01,-2.366662180165597651e-01
4.800000000000000000e+01,4.000000000000000000e+00,-1.754347022343246965e-01,-2.618161159257590409e-01
5.200000000000000000e+01,4.000000000000000000e+00,-1.831684828366804962e-01,-2.874015941696212995e-01
5.600000000000000000e+01,4.000000000000000000e+00,-1.898963840822640581e-01,-3.132798474667454758e-01
6.000000000000000000e+01,4.000000000000000000e+00,-1.956330143372324581e-01,-3.392938617603042384e-01
6.400000000000000000e+01,4.000000000000000000e+00,-2.004048049274228527e-01,-3.652762841585282527e-01
6.800000000000000000e+01,4.000000000000000000e+00,-2.042528735306641252e-01,-3.910544075254114293e-01
7.200000000000000000e+01,4.000000000000000000e+00,-2.072354934772357715e-01,-4.164567962558239911e-01
7.600000000000000000e+01,4.000000000000000000e+00,-2.094299342552964072e-01,-4.413221498507030605e-01
8.000000000000000000e+01,4.000000000000000000e+00,-2.109333276219956255e-01,-4.655111224340940934e-01
8.400000000000000000e+01,4.000000000000000000e+00,-2.118621220270250349e-01,-4.889219878477064629e-01
8.800000000000000000e+01,4.000000000000000000e+00,-2.123496676580743370e-01,-5.115112206255862937e-01
9.200000000000000000e+01,4.000000000000000000e+00,-2.125416189922383903e-01,-5.333200658083799839e-01
9.600000000000000000e+01,4.000000000000000000e+00,-2.125891133859655058e-01,-5.545073635041910531e-01
1.000000000000000000e+02,4.000000000000000000e+00,-2.126386173140873137e-01,-5.753864241210554509e-01
0.000000000000000000e+00,8.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,8.000000000000000000e+00,-1.448017084020119041e-02,-1.537651259364631977e-02
8.000000000000000000e+00,8.000000000000000000e+00,-3.055565426273370438e-02,-3.385434169148050093e-02
1.200000000000000000e+01,8.000000000000000000e+00,-4.696560769336452501e-02,-5.345451592660466211e-02
1.600000000000000000e+01,8.000000000000000000e+00,-6.265145068027763720e-02,-7.343675496257212609e-02
2.000000000000000000e+01,8.000000000000000000e+00,-7.739760537836293253e-02,-9.394162488520742260e-02
2.400000000000000000e+01,8.000000000000000000e+00,-9.117853189993091467e-02,-1.151303692625496172e-01
2.800000000000000000e+01,8.000000000000000000e+00,-1.040094720292757680e-01,-1.370976170938953964e-01
3.200000000000000000e+01,8.000000000000000000e+00,-1.159090874873329596e-01,-1.598776712707446201e-01
3.600000000000000000e+01,8.000000000000000000e+00,-1.268905917454691556e-01,-1.834576858694298152e-01
4.000000000000000000e+01,8.000000000000000000e+00,-1.369612137626593507e-01,-2.077877967131208370e-01
4.400000000000000000e+01,8.000000000000000000e+00,-1.461241318570322412e-01,-2.327880881316542194e-01
4.800000000000000000e+01,8.000000000000000000e+00,-1.543810314068689016e-01,-2.583534109772867571e-01
5.200000000000000000e+01,8.000000000000000000e+00,-1.617347199190128093e-01,-2.843569771936956259e-01
5.600000000000000000e+01,8.000000000000000000e+00,-1.681916510604420933e-01,-3.106534607707356344e-01
6.000000000000000000e+01,8.000000000000000000e+00,-1.737643278475635433e-01,-3.370821987925701202e-01
6.400000000000000000e+01,8.000000000000000000e+00,-1.784735648957165854e-01,-3.634710149234886556e-01
6.800000000000000000e+01,8.000000000000000000e+00,-1.823505615547538761e-01,-3.896411644662345353e-01
7.200000000000000000e+01,8.000000000000000000e+00,-1.854387041176425721e-01,-4.154139109416729037e-01
7.600000000000000000e+01,8.000000000000000000e+00,-1.877950003220543451e-01,-4.406192788818558137e-01
8.000000000000000000e+01,8.000000000000000000e+00,-1.894910857098839607e-01,-4.651075750700295330e-01
8.400000000000000000e+01,8.000000000000000000e+00,-1.906138836368581890e-01,-4.887643083796848753e-01
8.800000000000000000e+01,8.000000000000000000e+00,-1.912663377674189147e-01,-5.115291184548715897e-01
9.200000000000000000e+01,8.000000000000000000e+00,-1.915692934701112293e-01,-5.334191819551697966e-01
9.600000000000000000e+01,8.000000000000000000e+00,-1.916667314235478148e-01,-5.545575035054313151e-01
1.000000000000000000e+02,8.000000000000000000e+00,-1.917386706919418649e-01,-5.752095073236342948e-01
0.000000000000000000e+00,1.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,1.200000000000000000e+01,-1.183862468184170014e-02,-1.328840866367468794e-02
8.000000000000000000e+00,1.200000000000000000e+01,-2.471647868695734523e-02,-2.980044823739002105e-02
1.200000000000000000e+01,1.200000000000000000e+01,-3.821892344244480488e-02,-4.828107486187779851e-02
1.600000000000000000e+01,1.200000000000000000e+01,-5.171512868151689063e-02,-6.793907815261086836e-02
2.000000000000000000e+01,1.200000000000000000e+01,-6.475911512018198146e-02,-8.847487214548803436e-02
2.400000000000000000e+01,1.200000000000000000e+01,-7.715736466758572887e-02,-1.098542422555480735e-01
2.800000000000000000e+01,1.200000000000000000e+01,-8.882819174428796538e-02,-1.320897770910265390e-01
3.200000000000000000e+01,1.200000000000000000e+01,-9.973593405673041035e-02,-1.551798365174420768e-01
3.600000000000000000e+01,1.200000000000000000e+01,-1.098636169564470855e-01,-1.790951906034055907e-01
4.000000000000000000e+01,1.200000000000000000e+01,-1.192017224137774806e-01,-2.037782154425940850e-01
4.400000000000000000e+01,1.200000000000000000e+01,-1.277438711328716114e-01,-2.291450454984262364e-01
4.800000000000000000e+01,1.200000000000000000e+01,-1.354856008774128762e-01,-2.550881282622053936e-01
5.200000000000000000e+01,1.200000000000000000e+01,-1.424245939754507917e-01,-2.814786682093209369e-01
5.600000000000000000e+01,1.200000000000000000e+01,-1.485616209422432332e-01,-3.081690748725313678e-01
6.000000000000000000e+01,1.200000000000000000e+01,-1.539018620438275253e-01,-3.349957324836134731e-01
6.400000000000000000e+01,1.200000000000000000e+01,-1.584564394279833199e-01,-3.617824796066218540e-01
6.800000000000000000e+01,1.200000000000000000e+01,-1.622440679287122101e-01,-3.883452168550192707e-01
7.200000000000000000e+01,1.200000000000000000e+01,-1.652927776353582123e-01,-4.144980739439158568e-01
7.600000000000000000e+01,1.200000000000000000e+01,-1.676417187657545937e-01,-4.400615636409611620e-01
8.000000000000000000e+01,1.200000000000000000e+01,-1.693431700905733139e-01,-4.648731138687072217e-01
8.400000000000000000e+01,1.200000000000000000e+01,-1.704650850435533715e-01,-4.888002674297338146e-01
8.800000000000000000e+01,1.200000000000000000e+01,-1.710948863891459948e-01,-5.117566204013458409e-01
9.200000000000000000e+01,1.200000000000000000e+01,-1.713458393241080735e-01,-5.337201993924632903e-01
9.600000000000000000e+01,1.200000000000000000e+01,-1.713683428556354027e-01,-5.547536552222374073e-01
1.000000000000000000e+02,1.200000000000000000e+01,-1.713705599463828666e-01,-5.750268367885051912e-01
0.000000000000000000e+00,1.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,1.600000000000000000e+01,-9.903822839262957367e-03,-1.203665597795935786e-02
8.000000000000000000e+00,1.600000000000000000e+01,-2.050253479078794835e-02,-2.716156192385466364e-02
1.200000000000000000e+01,1.600000000000000000e+01,-3.166571932951993407e-02,-4.455893862773466912e-02
1.600000000000000000e+01,1.600000000000000000e+01,-4.306387838510478128e-02,-6.359917606467131723e-02
2.000000000000000000e+01,1.600000000000000000e+01,-5.435350078823496245e-02,-8.389736108204357001e-02
2.400000000000000000e+01,1.600000000000000000e+01,-6.528918100774279420e-02,-1.052675696764065888e-01
2.800000000000000000e+01,1.600000000000000000e+01,-7.572728088026652038e-02,-1.276268748391297669e-01
3.200000000000000000e+01,1.600000000000000000e+01,-8.558569086988024321e-02,-1.509209890645671348e-01
3.600000000000000000e+01,1.600000000000000000e+01,-9.481584674637633103e-02,-1.750921760615945788e-01
4.000000000000000000e+01,1.600000000000000000e+01,-1.033870909317491232e-01,-2.000673145890253524e-01
4.400000000000000000e+01,1.600000000000000000e+01,-1.112784068699059908e-01,-2.257540216229389773e-01
4.800000000000000000e+01,1.600000000000000000e+01,-1.184742513016945331e-01,-2.520399017092114780e-01
5.200000000000000000e+01,1.600000000000000000e+01,-1.249626912045134347e-01,-2.787930795853995614e-01
5.600000000000000000e+01,1.600000000000000000e+01,-1.307349032032670277e-01,-3.058634391472909164e-01
6.000000000000000000e+01,1.600000000000000000e+01,-1.357855472368929839e-01,-3.330845241914078825e-01
6.400000000000000000e+01,1.600000000000000000e+01,-1.401137662501421022e-01,-3.602762893365275554e-01
6.800000000000000000e+01,1.600000000000000000e+01,-1.437246961835934866e-01,-3.872489906345170652e-01
7.200000000000000000e+01,1.600000000000000000e+01,-1.466314582821522938e-01,-4.138085351364556019e-01
7.600000000000000000e+01,1.600000000000000000e+01,-1.488576912494412596e-01,-4.397635805302791967e-01
8.000000000000000000e+01,1.600000000000000000e+01,-1.504407992591193510e-01,-4.649345772247912012e-01
8.400000000000000000e+01,1.600000000000000000e+01,-1.514362768477487131e-01,-4.891647427571082507e-01
8.800000000000000000e+01,1.600000000000000000e+01,-1.519237560623563632e-01,-5.123326012600339929e-01
9.200000000000000000e+01,1.600000000000000000e+01,-1.520158400124848042e-01,-5.343651560633049247e-01
