X,Y,UX,UY
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,0.000000000000000000e+00,-1.763833796119291739e-02,-1.822638266381967562e-02
8.000000000000000000e+00,0.000000000000000000e+00,-3.010071679232053515e-02,-3.242077857980420197e-02
1.200000000000000000e+01,0.000000000000000000e+00,-3.988497134559681329e-02,-4.620301350478522168e-02
1.600000000000000000e+01,0.000000000000000000e+00,-4.776421815307489716e-02,-5.996472139614611452e-02
2.000000000000000000e+01,0.000000000000000000e+00,-5.408714050653829625e-02,-7.373747044844307375e-02
2.400000000000000000e+01,0.000000000000000000e+00,-5.903698329328590372e-02,-8.745446489011067526e-02
2.800000000000000000e+01,0.000000000000000000e+00,-6.272694365686351525e-02,-1.009988032746322456e-01
3.200000000000000000e+01,0.000000000000000000e+00,-6.524703710555448954e-02,-1.142210881622079538e-01
3.600000000000000000e+01,0.000000000000000000e+00,-6.669132869877930636e-02,-1.269524403251010569e-01
4.000000000000000000e+01,0.000000000000000000e+00,-6.717475524869315207e-02,-1.390186881718918632e-01
4.400000000000000000e+01,0.000000000000000000e+00,-6.684223972238555189e-02,-1.502571966885929144e-01
4.800000000000000000e+01,0.000000000000000000e+00,-6.587025179083512427e-02,-1.605362225114518038e-01
5.200000000000000000e+01,0.000000000000000000e+00,-6.446144648892643270e-02,-1.697730027727402946e-01
5.600000000000000000e+01,0.000000000000000000e+00,-6.282185664247105783e-02,-1.779669675983925614e-01
6.000000000000000000e+01,0.000000000000000000e+00,-6.113230351480670316e-02,-1.851994606809168331e-01
6.400000000000000000e+01,0.000000000000000000e+00,-5.953022412627504562e-02,-1.916065258054451548e-01
6.800000000000000000e+01,0.000000000000000000e+00,-5.810578687224195876e-02,-1.973471376745024597e-01
7.200000000000000000e+01,0.000000000000000000e+00,-5.690787589112592665e-02,-2.025794189052977645e-01
7.600000000000000000e+01,0.000000000000000000e+00,-5.595408864987628378e-02,-2.074473631547120167e-01
8.000000000000000000e+01,0.000000000000000000e+00,-5.524052294309959865e-02,-2.120759185717089323e-01
8.400000000000000000e+01,0.000000000000000000e+00,-5.474907846034199332e-02,-2.165711241553540389e-01
8.800000000000000000e+01,0.000000000000000000e+00,-5.445132787224506166e-02,-2.210220720016037033e-01
9.200000000000000000e+01,0.000000000000000000e+00,-5.430874021761844528e-02,-2.255013744064425507e-01
9.600000000000000000e+01,0.000000000000000000e+00,-5.426961625494075570e-02,-2.300595763624996015e-01
1.000000000000000000e+02,0.000000000000000000e+00,-5.426610280688692195e-02,-2.347081216696878525e-01
0.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,4.000000000000000000e+00,-9.547693967993615277e-03,-1.312188012899008320e-02
8.000000000000000000e+00,4.000000000000000000e+00,-1.985504452038582696e-02,-2.806682258970380830e-02
1.200000000000000000e+01,4.000000000000000000e+00,-2.864726021170227802e-02,-4.260431698483826274e-02
1.600000000000000000e+01,4.000000000000000000e+00,-3.601296727202731723e-02,-5.700562750089554348e-02
2.000000000000000000e+01,4.000000000000000000e+00,-4.209563457125298919e-02,-7.134444871618797479e-02
2.400000000000000000e+01,4.000000000000000000e+00,-4.700458096843999900e-02,-8.558106190190012397e-02
