X,Y,UX,UY
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,0.000000000000000000e+00,-1.606353375955926754e-02,-1.639919887189702705e-02
8.000000000000000000e+00,0.000000000000000000e+00,-2.751067265159968384e-02,-2.900828659662626000e-02
1.200000000000000000e+01,0.000000000000000000e+00,-3.663236673183954684e-02,-4.116046574037409561e-02
1.600000000000000000e+01,0.000000000000000000e+00,-4.415987052090811216e-02,-5.323578172308524731e-02
2.000000000000000000e+01,0.000000000000000000e+00,-5.044793725443390969e-02,-6.529483496216348382e-02
2.400000000000000000e+01,0.000000000000000000e+00,-5.570444121928326553e-02,-7.732634891134318456e-02
2.800000000000000000e+01,0.000000000000000000e+00,-6.006926963135436615e-02,-8.929440504847530047e-02
3.200000000000000000e+01,0.000000000000000000e+00,-6.364842343948137748e-02,-1.011535349815109730e-01
3.600000000000000000e+01,0.000000000000000000e+00,-6.653052201551457046e-02,-1.128557325905500258e-01
4.000000000000000000e+01,0.000000000000000000e+00,-6.879527035846716432e-02,-1.243546760133091428e-01
4.400000000000000000e+01,0.000000000000000000e+00,-7.051782474582475591e-02,-1.356086921377741006e-01
4.800000000000000000e+01,0.000000000000000000e+00,-7.177086069301966131e-02,-1.465829773971806527e-01
5.200000000000000000e+01,0.000000000000000000e+00,-7.262525879318296185e-02,-1.572512459205384627e-01
5.600000000000000000e+01,0.000000000000000000e+00,-7.314993199864437690e-02,-1.675968505693500310e-01
6.000000000000000000e+01,0.000000000000000000e+00,-7.341113699493144462e-02,-1.776133839458221009e-01
6.400000000000000000e+01,0.000000000000000000e+00,-7.347152037843056316e-02,-1.873047746706728856e-01
6.800000000000000000e+01,0.000000000000000000e+00,-7.338908876434906137e-02,-1.966849298350277497e-01
7.200000000000000000e+01,0.000000000000000000e+00,-7.321623277530207863e-02,-2.057770176111864413e-01
7.600000000000000000e+01,0.000000000000000000e+00,-7.299886757616685928e-02,-2.146125146181102894e-01
8.000000000000000000e+01,0.000000000000000000e+00,-7.277567444833855925e-02,-2.232301441070247972e-01
8.400000000000000000e+01,0.000000000000000000e+00,-7.257733530699951585e-02,-2.316747836390788129e-01
8.800000000000000000e+01,0.000000000000000000e+00,-7.242553407639294727e-02,-2.399962765612864701e-01
9.200000000000000000e+01,0.000000000000000000e+00,-7.233132895973792831e-02,-2.482476880769499405e-01
9.600000000000000000e+01,0.000000000000000000e+00,-7.229220700334389182e-02,-2.564813900046928885e-01
1.000000000000000000e+02,0.000000000000000000e+00,-7.228667964864532447e-02,-2.647379308776786067e-01
0.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,4.000000000000000000e+00,-8.827585787929912928e-03,-1.171734624642036156e-02
8.000000000000000000e+00,4.000000000000000000e+00,-1.839355289921230582e-02,-2.497483052432897255e-02
1.200000000000000000e+01,4.000000000000000000e+00,-2.665038763090894769e-02,-3.777182145911668620e-02
1.600000000000000000e+01,4.000000000000000000e+00,-3.370732195032790507e-02,-5.037358907962857790e-02
2.000000000000000000e+01,4.000000000000000000e+00,-3.972669086942892669e-02,-6.287614536421509692e-02
2.400000000000000000e+01,4.000000000000000000e+00,-4.483979900546806313e-02,-7.529261742224264975e-02
2.800000000000000000e+01,4.000000000000000000e+00,-4.915165928568732828e-02,-8.760090506979172076e-02
3.200000000000000000e+01,4.000000000000000000e+00,-5.274979418364820344e-02,-9.976319329681554438e-02
3.600000000000000000e+01,4.000000000000000000e+00,-5.571087097593115794e-02,-1.117356406186225254e-01
4.000000000000000000e+01,4.000000000000000000e+00,-5.810507036340126913e-02,-1.234741387866419571e-01
4.400000000000000000e+01,4.000000000000000000e+00,-5.999871826655835821e-02,-1.349382026261029544e-01
4.800000000000000000e+01,4.000000000000000000e+00,-6.145566299172443986e-02,-1.460937783316016980e-01
5.200000000000000000e+01,4.000000000000000000e+00,-6.253776474151327702e-02,-1.569152764887342122e-01
5.600000000000000000e+01,4.000000000000000000e+00,-6.330477512247000005e-02,-1.673869419625964028e-01
