X,Y,UX,UY,BOUNDARY,FORCE,MODULUS
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+03
2.500000000000000139e-02,0.000000000000000000e+00,-1.545385161607878369e-03,-1.542664267981970613e-03,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+03
5.000000000000000278e-02,0.000000000000000000e+00,-2.663629022004686091e-03,-2.663433408022028697e-03,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+03
7.499999999999999722e-02,0.000000000000000000e+00,-3.580645512072934758e-03,-3.701194817098693492e-03,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+03
1.000000000000000056e-01,0.000000000000000000e+00,-4.368226950906261945e-03,-4.703849914928382586e-03,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+03
1.250000000000000000e-01,0.000000000000000000e+00,-5.060434328670130981e-03,-5.685837223884908018e-03,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+03
1.499999999999999944e-01,0.000000000000000000e+00,-5.676422940673551618e-03,-6.653202350806863147e-03,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+03
1.749999999999999889e-01,0.000000000000000000e+00,-6.228249362191078282e-03,-7.608689242502758403e-03,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+03
2.000000000000000111e-01,0.000000000000000000e+00,-6.724201552058148290e-03,-8.553428197767876801e-03,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+03
2.250000000000000056e-01,0.000000000000000000e+00,-7.170394546019974100e-03,-9.487679442175005542e-03,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+03
2.500000000000000000e-01,0.000000000000000000e+00,-7.571601315016044352e-03,-1.041121515350736625e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+03
2.750000000000000222e-01,0.000000000000000000e+00,-7.931716727452743990e-03,-1.132353294973444460e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+03
2.999999999999999889e-01,0.000000000000000000e+00,-8.254033313617525208e-03,-1.222398145832206441e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+03
3.250000000000000111e-01,0.000000000000000000e+00,-8.541414574677790375e-03,-1.311183696325606343e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+03
3.499999999999999778e-01,0.000000000000000000e+00,-8.796409361480274358e-03,-1.398635172295589410e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+03
3.750000000000000000e-01,0.000000000000000000e+00,-9.021330593115547275e-03,-1.484678543975404691e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+03
4.000000000000000222e-01,0.000000000000000000e+00,-9.218311379939491193e-03,-1.569242652520809814e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+03
4.249999999999999889e-01,0.000000000000000000e+00,-9.389346230205144681e-03,-1.652260712294320588e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+03
4.500000000000000111e-01,0.000000000000000000e+00,-9.536322046948784992e-03,-1.733671431672425753e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+03
4.749999999999999778e-01,0.000000000000000000e+00,-9.661041908149193419e-03,-1.813419905387577899e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+03
5.000000000000000000e-01,0.000000000000000000e+00,-9.765243592869602210e-03,-1.891458377954977760e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+03
5.250000000000000222e-01,0.000000000000000000e+00,-9.850614170713834286e-03,-1.967746945491685717e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+03
