X,Y,UX,UY,BOUNDARY,FORCE,MODULUS
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+04
5.000000000000000278e-02,0.000000000000000000e+00,-1.825161293451102451e-03,-1.928721589044367314e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+04
1.000000000000000056e-01,0.000000000000000000e+00,-3.094752629417452713e-03,-3.421969297614163314e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+04
1.499999999999999944e-01,0.000000000000000000e+00,-4.076751379779267916e-03,-4.846023439351888722e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+04
2.000000000000000111e-01,0.000000000000000000e+00,-4.860759552886609845e-03,-6.236868000822154423e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+04
2.500000000000000000e-01,0.000000000000000000e+00,-5.492537261914986688e-03,-7.597679081348419732e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+04
2.999999999999999889e-01,0.000000000000000000e+00,-6.000225131288088563e-03,-8.925598135024083793e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+04
3.499999999999999778e-01,0.000000000000000000e+00,-6.403453188748508933e-03,-1.021637025854213281e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+04
4.000000000000000222e-01,0.000000000000000000e+00,-6.717328793827531327e-03,-1.146562159879543907e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+04
4.500000000000000111e-01,0.000000000000000000e+00,-6.954405851819293362e-03,-1.266935844040950956e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+04
5.000000000000000000e-01,0.000000000000000000e+00,-7.125741336893359236e-03,-1.382422981211560951e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+04
5.500000000000000444e-01,0.000000000000000000e+00,-7.241499450538898923e-03,-1.492771059614579274e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+04
5.999999999999999778e-01,0.000000000000000000e+00,-7.311311841070787694e-03,-1.597826628222037346e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+04
6.500000000000000222e-01,0.000000000000000000e+00,-7.344491364575084398e-03,-1.697553127621428612e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+04
6.999999999999999556e-01,0.000000000000000000e+00,-7.350141486583077789e-03,-1.792052275423028709e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+04
