X,Y,UX,UY,BOUNDARY,FORCE,MODULUS
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+03
1.000000000000000021e-02,0.000000000000000000e+00,-1.261340130844971694e-02,-1.221784137186376733e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+03
2.000000000000000042e-02,0.000000000000000000e+00,-2.191938732023888600e-02,-2.059238672387674399e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+03
2.999999999999999889e-02,0.000000000000000000e+00,-2.978483492866276783e-02,-2.804261034438519304e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+03
4.000000000000000083e-02,0.000000000000000000e+00,-3.679199285138071845e-02,-3.505007593944758915e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+03
5.000000000000000278e-02,0.000000000000000000e+00,-4.320768019520091624e-02,-4.179436893343719400e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+03
5.999999999999999778e-02,0.000000000000000000e+00,-4.917537796398134542e-02,-4.836989918830143786e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+03
7.000000000000000666e-02,0.000000000000000000e+00,-5.478079676027578643e-02,-5.483355285950664015e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+03
8.000000000000000167e-02,0.000000000000000000e+00,-6.007956829025368900e-02,-6.122192143985426965e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+03
8.999999999999999667e-02,0.000000000000000000e+00,-6.511032138742370301e-02,-6.755945855553968649e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+03
1.000000000000000056e-01,0.000000000000000000e+00,-6.990137058960552152e-02,-7.386292059487346850e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+03
1.100000000000000006e-01,0.000000000000000000e+00,-7.447437818184700353e-02,-8.014397837548557779e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+03
1.199999999999999956e-01,0.000000000000000000e+00,-7.884648649332805237e-02,-8.641083097656072909e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+03
